2007,10,1,Cincinnati Bengals,New England Patriots,13,34,6.0,0.0872898407742299,0.884035983024346,0.0286741762014238,0.260684559528274,0.703408642874027,0.0359067975976995,39.2546086202845,24.0803246623193,49.6793913879502,-25.8378726957801,55.0344581765991,-15.7798495563146,3,0.0,0.0
2007,10,14,Arizona Cardinals,Carolina Panthers,10,25,-3.5,0.669623804390264,0.272125505630328,0.0582506899794073,0.541133503977995,0.458866496022005,0.0,20.1208990310273,26.9327286884217,47.3037948987666,-20.6574983711489,37.3880828399166,-17.2671838088894,5,0.0,0.0
2007,10,14,Baltimore Ravens,St. Louis Rams,22,3,-10.0,0.953023435922107,0.0267028591856355,0.0202737048922574,0.539010425270557,0.365596168187924,0.0953934065415195,9.76337970675935,22.7799447744501,38.0933111610131,-15.599798547367,38.3292135195676,-28.5658338128083,5,0.0,0.0
2007,10,14,Chicago Bears,Minnesota Vikings,31,34,-5.5,0.608660838046861,0.324873404899204,0.0664657570539356,0.39215203723896,0.607847962761041,0.0,15.8888899145589,19.5490220330398,42.2948036607198,-23.032213788484,37.1210617989224,-21.2321718843636,5,0.0,0.0
2007,10,14,Cleveland Browns,Miami Dolphins,41,31,-4.5,0.518497305671973,0.416055842288793,0.0654468520392339,0.332232471310819,0.667767528689182,0.0,24.7260402627757,26.7079644376646,44.5314823731595,-18.109950096299,39.6286039814999,-14.9025637187242,5,0.0,0.0
2007,10,14,Dallas Cowboys,New England Patriots,27,48,5.0,0.168190921011071,0.787289125650537,0.0445199533383917,0.380182326246649,0.589779567811279,0.0300381059420714,33.4850483233715,23.0949588779729,50.7530377677774,-27.9445110506085,53.7662252595328,-20.2811769361612,5,0.0,0.0
2007,10,14,Green Bay Packers,Washington Redskins,17,14,-3.0,0.505146140917081,0.42408977940214,0.0707640796807787,0.374505041554122,0.563078415212853,0.0624165432330262,17.0958327011767,17.3502813421814,44.4773003799854,-27.413451198608,40.4671738823346,-23.3713411811579,5,0.0,0.0
2007,10,14,Jacksonville Jaguars,Houston Texans,37,17,-6.5,0.624968394715034,0.310001927814077,0.0650296774708897,0.364976947748512,0.635023052251488,0.0,15.9456779933352,20.2807168335233,41.2691551731014,-21.2748705003822,43.0389303574116,-27.0932523640764,5,0.0,0.0
2007,10,14,Kansas City Chiefs,Cincinnati Bengals,27,20,3.0,0.432276221626915,0.498949460317227,0.0687743180558577,0.578784821493161,0.360860557062589,0.0603546214442502,22.624423579981,21.6250716229372,37.4862156150885,-16.1475761529553,47.7252136505541,-25.1007900705731,5,0.0,0.0
2007,10,14,N.Y. Jets,Philadelphia Eagles,9,16,3.0,0.307633642666986,0.628553419118197,0.0638129382148165,0.447678355718952,0.488769124178633,0.0635525201024139,24.1232777767366,18.7880060150569,42.7193076575123,-24.2177338032594,42.7847477314108,-18.6614699546742,5,0.0,0.0
2007,10,14,San Diego Chargers,Oakland Raiders,28,14,-10.0,0.814747786546995,0.143730944707403,0.0415212687456021,0.402373505866654,0.538459508459219,0.0591669856741272,16.2769295549397,28.5702656516317,46.0226691389757,-17.738835648148,38.3488998421969,-22.0719702872572,5,0.0,0.0
